review,label
the irctc rail connect app has serious login issues each time i enter my pin it gets stuck on validating pin and never proceeds further ive tried reinstalling clearing cachedata and updating the app but the problem still persists this makes it impossible to access train bookings or check tickets requesting the technical team to look into this issue and provide a reliable fix soon,0
firstly the app said change password to new one after changed it even not login what should i do now ,0
for the last few days most of the time unable to login  it shows validating pin cleared cache but still unable to login,0
its irritating,0
worst experience so much lag many times cant able to login i wasted my thousands of money due to its not working behaviour,0
happy,2
not responding properly,0
app keeps on loading at validation page poorest update by irctc of all time,0
app not working for the last  days,0
bugs,0
very worst and terrible experience  ban this app from playstore,0
my login id has been disabled without thoroughly verifying the authenticity of facts registered  complaints on equery yet not enabled trying to create new one getting error due to this neither i can book tickets nor check the upcoming journey tickets overall very unsatisfactory services,0
good ,2
 allowed login from today after  days with pin biometric login does not work only is accessible through otp  ridiculously useless app transaction fails regularly and almost always logs out automatically in  mins even if the app exists its safer to log in to your computer only to book tickets also downloading ticket in pdfjpg format is bad experience edit doesnt support upi payment long pending issue,0
every time i enter pin and catcha it is going on rotating stating validating piniam unable to cancel tickets,1
unable to login getting stuck trying to validate pin even after reloading the app,0
good service,2
very bad experience the app is not opening since morning and very bad app,0
unable to login in irctc app since i have updated to the latest app everytime it shows validating pin and it doesnt comes out from it and doesnt allow to login i have re initiated the app many times but still cant able to login  pathetic services by irctc which doesnt allow even to login in the app for multiple attempts,0
trying to log in but app does not let me login after the new update please help,0
new update is pain in  and does not show the seat availability on clicking on the respective train name ,0
some issue after update when login validating pin pop up continues loading please wait not able to login my android device developer please check this issue also all android device facing this same issue,1
good,2
excellent i,2
it very nice platform,2
good,2
